Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2022); ; 
Code;Libellé;Médiane du revenu disponible par UC 2020
02567;Ohis;18430
02568;Oigny-en-Valois;23430
02569;Oisy;18940
02570;Ollezy;20550
02571;Omissy;24040
02572;Orainville;24760
02573;Orgeval;N/A
02574;Origny-en-Thiérache;19540
02575;Origny-Sainte-Benoite;18510
02576;Osly-Courtil;23410
02577;Ostel;N/A
02578;Oulches-la-Vallée-Foulon;N/A
02579;Oulchy-la-Ville;21710
02580;Oulchy-le-Château;20190
02581;Paars;24060
02582;Paissy;N/A
02583;Pancy-Courtecon;N/A
02584;Papleux;23460
02585;Parcy-et-Tigny;22570
02586;Parfondeval;23510
02587;Parfondru;21730
02588;Pargnan;N/A
02589;Pargny-Filain;22650
02590;Pargny-la-Dhuys;20570
02591;Pargny-les-Bois;20270
02592;Parpeville;20970
02593;Pasly;24260
02594;Passy-en-Valois;24790
02595;Passy-sur-Marne;26460
02596;Pavant;21770
02598;Pernant;24010
02599;Pierremande;21620
02600;Pierrepont;21480
02601;Pignicourt;22160
02602;Pinon;19670
02604;Pithon;N/A
02605;Pleine-Selve;21390
02606;Le Plessier-Huleu;N/A
02607;Ploisy;22520
02608;Plomion;18470
02609;Ployart-et-Vaurseine;N/A
02610;Pommiers;23130
02612;Pont-Arcy;19640
02613;Pontavert;22500
02614;Pontru;21020
02615;Pontruet;25490
02616;Pont-Saint-Mard;21160
02617;Pouilly-sur-Serre;21360
02618;Prémont;19600
02619;Prémontré;23400
02620;Presles-et-Boves;21360
02621;Presles-et-Thierny;26610
02622;Priez;N/A
02623;Prisces;N/A
02624;Proisy;21480
02625;Proix;19890
02626;Prouvais;24170
02627;Proviseux-et-Plesnoy;22210
02628;Puiseux-en-Retz;22710
02629;Puisieux-et-Clanlieu;19360
02631;Quierzy;20420
02632;Quincy-Basse;N/A
02633;Quincy-sous-le-Mont;N/A
02634;Raillimont;N/A
02635;Ramicourt;21350
02636;Regny;22790
02637;Remaucourt;25290
02638;Remies;19310
02639;Remigny;22060
02640;Renansart;17930
02641;Renneval;15470
02642;Résigny;19410
02643;Ressons-le-Long;23420
02644;Retheuil;23440
02645;Reuilly-Sauvigny;21620
02647;Ribeauville;N/A
02648;Ribemont;19360
02649;Rocourt-Saint-Martin;21270
02650;Rocquigny;19390
02651;Rogécourt;N/A
02652;Rogny;N/A
02653;Romeny-sur-Marne;22910
02654;Romery;N/A
02655;Ronchères;20900
02656;Roucy;26050
02657;Rougeries;18730
02658;Roupy;23060
02659;Rouvroy;26840
02660;Rouvroy-sur-Serre;N/A
02661;Royaucourt-et-Chailvet;23780
02662;Rozet-Saint-Albin;22670
02663;Rozières-sur-Crise;22220
02664;Rozoy-Bellevalle;25210
02665;Grand-Rozoy;22760
02666;Rozoy-sur-Serre;17920
02667;Saconin-et-Breuil;24430
02668;Sains-Richaumont;18690
02670;Saint-Algis;19280
02671;Saint-Aubin;19720
02672;Saint-Bandry;23190
02673;Saint-Christophe-à-Berry;22240
02674;Saint-Clément;N/A
02675;Sainte-Croix;20720
02676;Saint-Erme-Outre-et-Ramecourt;20520
02677;Saint-Eugène;20260
02678;Sainte-Geneviève;N/A
02679;Saint-Gengoulph;21140
02680;Saint-Gobain;21520
02681;Saint-Gobert;19790
02682;Saint-Mard;19130
02683;Saint-Martin-Rivière;N/A
02684;Saint-Michel;18170
02685;Saint-Nicolas-aux-Bois;23470
02686;Saint-Paul-aux-Bois;22190
02687;Saint-Pierre-Aigle;24650
02688;Saint-Pierre-lès-Franqueville;N/A
02689;Saint-Pierremont;N/A
02690;Sainte-Preuve;N/A
02691;Saint-Quentin;17990
02693;Saint-Rémy-Blanzy;21140
02694;Saint-Simon;21550
02696;Saint-Thomas;N/A
02697;Samoussy;23560
02698;Sancy-les-Cheminots;22190
02699;Saponay;19560
02701;Saulchery;21520
02702;Savy;24520
02703;Seboncourt;20580
02704;Selens;20010
02705;La Selve;19560
02706;Septmonts;23530
02707;Septvaux;22360
02708;Sequehart;22930
02709;Serain;18900
02710;Seraucourt-le-Grand;21390
02711;Serches;22150
02712;Sergy;25340
02713;Seringes-et-Nesles;20940
02714;Sermoise;19990
02715;Serval;N/A
02716;Servais;24470
02717;Séry-lès-Mézières;21190
02718;Silly-la-Poterie;23090
02719;Sinceny;21360
02720;Sissonne;18470
02721;Sissy;23860
02722;Soissons;17930
02723;Soize;N/A
02724;Sommelans;N/A
02725;Sommeron;17750
02726;Sommette-Eaucourt;21430
02727;Sons-et-Ronchères;19070
02728;Sorbais;22570
02729;Soucy;N/A
02730;Soupir;19160
02731;Le Sourd;18910
02732;Surfontaine;N/A
02734;Taillefontaine;22340
02735;Tannières;N/A
02736;Tartiers;20430
02737;Tavaux-et-Pontséricourt;19590
02738;Tergnier;18380
02739;Terny-Sorny;22530
02740;Thenailles;20580
02741;Thenelles;18770
02742;Thiernu;16400
02743;Le Thuel;20020
02744;Torcy-en-Valois;N/A
02745;Toulis-et-Attencourt;21290
02746;Travecy;21020
02747;Trefcon;N/A
02748;Trélou-sur-Marne;22880
02749;Troësnes;22800
02750;Trosly-Loire;18970
02751;Trucy;23480
02752;Tugny-et-Pont;20540
02753;Tupigny;18740
02754;Ugny-le-Gay;24850
02755;Urcel;21110
02756;Urvillers;23640
02757;Vadencourt;17580
02758;Vailly-sur-Aisne;20300
02759;La Vallée-au-Blé;18930
02760;La Vallée-Mulâtre;17060
02761;Variscourt;24510
02762;Vassens;20160
02763;Vasseny;21430
02764;Vassogne;N/A
02765;Vaucelles-et-Beffecourt;24700
02766;Vaudesson;18880
02767;Vauxrezis;24880
02768;Vauxaillon;21880
02769;Vaux-Andigny;19110
02770;Vauxbuin;23560
02772;Vaux-en-Vermandois;21890
02773;Vauxtin;N/A
02774;Vendelles;21870
02775;Vendeuil;23060
02776;Vendhuile;19200
02777;Vendières;21640
02778;Vendresse-Beaulne;N/A
02779;Vénérolles;19050
02780;Venizel;20350
02781;Verdilly;23180
02782;Le Verguier;20820
02783;Grand-Verly;16910
02784;Petit-Verly;20610
02785;Vermand;22990
02786;Verneuil-sous-Coucy;24100
02787;Verneuil-sur-Serre;22530
02788;Versigny;22430
02789;Vervins;18310
02790;Vesles-et-Caumont;20060
02791;Veslud;22590
02792;Veuilly-la-Poterie;21460
02793;Vézaponin;22150
02794;Vézilly;25350
02795;Vic-sur-Aisne;21120
02796;Vichel-Nanteuil;N/A
02797;Viel-Arcy;18340
02798;Viels-Maisons;21360
02799;Vierzy;20810
02800;Viffort;21910
02801;Vigneux-Hocquet;19880
02802;La Ville-aux-Bois-lès-Dizy;19570
02803;La Ville-aux-Bois-lès-Pontavert;22440
02804;Villemontoire;22180
02805;Villeneuve-Saint-Germain;19810
02806;Villeneuve-sur-Fère;19680
02807;Villequier-Aumont;24380
02808;Villeret;20260
02809;Villers-Agron-Aiguizy;N/A
02810;Villers-Cotterêts;20030
02812;Villers-Hélon;25230
02813;Villers-le-Sec;20930
02814;Villers-lès-Guise;21010
02815;Villers-Saint-Christophe;22620
02816;Villers-sur-Fère;21570
02817;Ville-Savoye;N/A
02818;Villiers-Saint-Denis;23430
02819;Vincy-Reuil-et-Magny;18320
02820;Viry-Noureuil;23220
02821;Vivaise;23680
02822;Vivières;23990
02823;Voharies;N/A
02824;Vorges;26050
02826;Voulpaix;20710
02827;Voyenne;20270
02828;Vregny;N/A
02829;Vuillery;N/A
02830;Wassigny;19350
02831;Watigny;20180
02832;Wiège-Faty;20410
02833;Wimy;19560
02834;Wissignicourt;22250
03001;Abrest;22440
03002;Agonges;20580
03003;Ainay-le-Château;20600
03004;Andelaroche;18160
03005;Archignat;16900
03006;Arfeuilles;16660
03007;Arpheuilles-Saint-Priest;22680
03008;Arronnes;20280
03009;Aubigny;19480
03010;Audes;20270
03011;Aurouër;21690
03012;Autry-Issards;22270
03013;Avermes;22900
03014;Avrilly;21160
03015;Bagneux;21000
03016;Barberier;22360
03017;Barrais-Bussolles;18360
03018;Bayet;21440
03019;Beaulon;21120
03020;Beaune-d'Allier;20580
03021;Bègues;21590
03022;Bellenaves;18360
03023;Bellerive-sur-Allier;22710
03024;Bert;18360
03025;Bessay-sur-Allier;21380
03026;Besson;22860
03027;Bézenet;18970
03028;Billezois;20070
03029;Billy;22270
03030;Biozat;22060
03031;Bizeneuille;21190
03032;Blomard;19730
03033;Bost;21520
03034;Boucé;20020
03035;Le Bouchaud;16270
03036;Bourbon-l'Archambault;21130
03037;Braize;19010
03038;Bransat;23350
03039;Bresnay;20980
03040;Bressolles;25200
03041;Le Brethon;20010
03042;Le Breuil;18230
03043;Broût-Vernet;20590
03044;Brugheas;23010
03045;Busset;22350
03046;Buxières-les-Mines;18600
03047;La Celle;21450
03048;Cérilly;19410
03049;Cesset;22100
03050;La Chabanne;15450
03051;Chambérat;19950
03052;Chamblet;22310
03053;Chantelle;21140
03054;Chapeau;23900
03055;La Chapelaude;21480
03056;La Chapelle;20910
03057;La Chapelle-aux-Chasses;20690
03058;Chappes;20470
03059;Chareil-Cintrat;21080
03060;Charmeil;23020
03061;Charmes;22610
03062;Charroux;23350
03063;Chassenard;21460
03064;Château-sur-Allier;19490
03065;Châtel-de-Neuvre;20780
03066;Châtel-Montagne;18770
03067;Châtelperron;22750
03068;Châtelus;19020
03069;Châtillon;19870
03070;Chavenon;20910
03071;Chavroches;19000
03072;Chazemais;21350
03073;Chemilly;22850
03074;Chevagnes;21460
03075;Chezelle;21800
03076;Chézy;23410
03077;Chirat-l'Église;17330
03078;Chouvigny;21010
03079;Cindré;21550
03080;Cognat-Lyonne;22280
03081;Colombier;20040
03082;Commentry;20110
03083;Contigny;22090
03084;Cosne-d'Allier;20750
03085;Coulandon;24140
03086;Coulanges;20010
03087;Couleuvre;18580
03088;Courçais;17700
03089;Coutansouze;20370
03090;Couzon;18690
03091;Créchy;21610
03092;Cressanges;21500
03093;Creuzier-le-Neuf;23410
03094;Creuzier-le-Vieux;24640
03095;Cusset;20260
03096;Deneuille-lès-Chantelle;N/A
03097;Deneuille-les-Mines;22470
03098;Désertines;21580
03099;Deux-Chaises;20150
03100;Diou;20940
03101;Domérat;22310
03102;Dompierre-sur-Besbre;20370
03103;Le Donjon;18210
03104;Doyet;21170
03105;Droiturier;20720
03106;Durdat-Larequille;22150
03107;Ébreuil;21820
03108;Échassières;20580
03109;Escurolles;21390
03110;Espinasse-Vozelle;24120
03111;Estivareilles;22520
03112;Étroussat;20710
03113;Ferrières-sur-Sichon;19520
03114;La Ferté-Hauterive;23110
03115;Fleuriel;21340
03116;Fourilles;21300
03117;Franchesse;19560
03118;Gannat;20220
03119;Gannay-sur-Loire;19950
03120;Garnat-sur-Engièvre;21020
03121;Gennetines;23350
03122;Gipcy;20300
03124;Gouise;21000
03125;La Guillermie;13820
03126;Hauterive;22490
03127;Hérisson;22010
03128;Huriel;21480
03129;Hyds;20160
03130;Isle-et-Bardais;19370
03131;Isserpent;20380
03132;Jaligny-sur-Besbre;20620
03133;Jenzat;21490
03134;Laféline;22720
03135;Lalizolle;19430
03136;Lamaids;18440
03137;Langy;21520
03138;Lapalisse;19880
03139;Laprugne;17950
03140;Lavault-Sainte-Anne;22100
03141;Lavoine;18870
03142;Lenax;18870
03143;Lételon;N/A
03144;Liernolles;20250
03145;Lignerolles;23330
03146;Limoise;20780
03147;Loddes;17260
03148;Loriges;19500
03149;Louchy-Montfand;22610
03150;Louroux-Bourbonnais;18700
03151;Louroux-de-Beaune;22490
03152;Louroux-de-Bouble;19820
03154;Luneau;18100
03155;Lurcy-Lévis;19640
03156;Lusigny;22290
03157;Magnet;21800
03158;Haut-Bocage;20570
03159;Malicorne;20440
03160;Marcenat;21870
03161;Marcillat-en-Combraille;21490
03162;Marigny;24230
03163;Mariol;21650
03164;Le Mayet-d'École;21170
03165;Le Mayet-de-Montagne;19090
03166;Mazerier;22600
03167;Mazirat;21260
03168;Meaulne-Vitray;20680
03169;Meillard;21210
03170;Meillers;22790
03171;Mercy;20130
03172;Mesples;18430
03173;Molinet;20350
03174;Molles;21780
03175;Monestier;19450
03176;Monétay-sur-Allier;21360
03177;Monétay-sur-Loire;18010
03178;Montaiguët-en-Forez;18790
03179;Montaigu-le-Blin;20220
03180;Montbeugny;21320
03181;Montcombroux-les-Mines;20120
03182;Monteignet-sur-l'Andelot;23280
03183;Le Montet;20660
03184;Montilly;23590
03185;Montluçon;19120
03186;Montmarault;19220
03187;Montoldre;21930
03188;Montord;21890
03189;Montvicq;20650
03190;Moulins;19600
03191;Murat;19380
03192;Nades;21130
03193;Nassigny;21320
03194;Naves;20600
03195;Néris-les-Bains;23190
03196;Neuilly-en-Donjon;18170
03197;Neuilly-le-Réal;22540
03198;Neure;20900
03200;Neuvy;25180
03201;Nizerolles;17780
03202;Noyant-d'Allier;18970
03203;Paray-le-Frésil;19770
03204;Paray-sous-Briailles;21320
03205;Périgny;20110
03206;La Petite-Marche;18480
03207;Pierrefitte-sur-Loire;20660
03208;Le Pin;18310
03209;Poëzat;23920
03210;Pouzy-Mésangy;19920
03211;Prémilhat;23800
03212;Quinssaines;22820
03213;Reugny;21530
03214;Rocles;19730
03215;Rongères;22000
03216;Ronnet;19420
03217;Saint-Angel;23830
03218;Saint-Aubin-le-Monial;23410
03219;Saint-Bonnet-de-Four;22640
03220;Saint-Bonnet-de-Rochefort;21000
03221;Saint-Bonnet-Tronçais;20300
03222;Saint-Caprais;24820
03223;Saint-Christophe;23220
03224;Saint-Clément;21070
03225;Saint-Désiré;24380
03226;Saint-Didier-en-Donjon;N/A
03227;Saint-Didier-la-Forêt;24330
03228;Saint-Éloy-d'Allier;26120
03229;Saint-Ennemond;24410
03230;Saint-Étienne-de-Vicq;24700
03231;Saint-Fargeol;24690
03232;Saint-Félix;22300
03233;Saint-Genest;22190
03234;Saint-Gérand-de-Vaux;21670
03235;Saint-Gérand-le-Puy;22960
03236;Saint-Germain-des-Fossés;22280
03237;Saint-Germain-de-Salles;20950
03238;Saint-Hilaire;N/A
03239;Saint-Léger-sur-Vouzance;25400
03240;Saint-Léon;20990
03241;Saint-Léopardin-d'Augy;N/A
03242;Saint-Loup;23420
03243;Saint-Marcel-en-Murat;23880
03244;Saint-Marcel-en-Marcillat;22100
03245;Saint-Martin-des-Lais;24870
03246;Saint-Martinien;23400
03247;Saint-Menoux;21260
03248;Saint-Nicolas-des-Biefs;22780
03249;Saint-Palais;20180
03250;Saint-Pierre-Laval;22610
03251;Saint-Plaisir;23140
03252;Saint-Pont;20550
03253;Saint-Pourçain-sur-Besbre;24930
03254;Saint-Pourçain-sur-Sioule;23680
03255;Saint-Priest-d'Andelot;21950
03256;Saint-Priest-en-Murat;23550
03257;Saint-Prix;23460
03258;Saint-Rémy-en-Rollat;23090
03259;Saint-Sauvier;24040
03260;Saint-Sornin;24960
03261;Sainte-Thérence;28090
03262;Saint-Victor;26950
03263;Saint-Voir;28510
03264;Saint-Yorre;23580
03265;Saligny-sur-Roudon;26330
03266;Sanssat;25560
03267;Saulcet;22750
03268;Saulzet;N/A
03269;Sauvagny;26030
03270;Sazeret;19640
03271;Serbannes;26020
03272;Servilly;21220
03273;Seuillet;23350
03274;Sorbier;22990
03275;Souvigny;23850
03276;Sussat;24550
03277;Target;28420
03278;Taxat-Senat;24690
03279;Teillet-Argenty;21930
03280;Terjat;26450
03281;Le Theil;N/A
03282;Theneuille;25060
03283;Thiel-sur-Acolin;21360
03284;Thionne;25040
03285;Tortezais;39950
03286;Toulon-sur-Allier;25010
03287;Treban;24710
03288;Treignat;22690
03289;Treteau;24170
03290;Trévol;20880
03291;Trézelles;22770
03292;Tronget;42350
03293;Urçay;22020
03294;Ussel-d'Allier;22490
03295;Valignat;25300
03296;Valigny;25710
03297;Vallon-en-Sully;24310
03298;Varennes-sur-Allier;23060
03299;Varennes-sur-Tèche;24560
03300;Vaumas;24720
03301;Vaux;27430
03302;Veauce;24490
03303;Venas;21710
03304;Vendat;25120
03305;Verneix;22690
03306;Le Vernet;22100
03307;Verneuil-en-Bourbonnais;22050
03308;Vernusse;22570
03309;Le Veurdre;21600
03310;Vichy;25480
03311;Vicq;20380
03312;Vieure;26760
03313;Le Vilhain;23470
03314;Villebret;40150
03315;Villefranche-d'Allier;26070
03316;Villeneuve-sur-Allier;28050
03317;Viplaix;21560
03319;Voussac;21970
03320;Ygrande;22230
03321;Yzeure;32850
04001;Aiglun;20910
04004;Allemagne-en-Provence;20190
04005;Allons;24260
04006;Allos;22650
04007;Angles;30710
04008;Annot;23080
04009;Archail;22740
04012;Aubenas-les-Alpes;22590
04013;Aubignosc;26030
04016;Authon;22770
04017;Auzet;24470
04018;Banon;22850
04019;Barcelonnette;23620
04020;Barles;23190
04021;Barras;22100
04022;Barrême;25420
04023;Bayons;23420
04024;Beaujeu;23530
04025;Beauvezer;23750
04026;Bellaffaire;39880
04027;Bevons;24400
04028;Beynes;21240
04030;Blieux;20130
04031;Bras-d'Asse;24220
04032;Braux;25140
04033;Ubaye-Serre-Ponçon;24770
04034;La Brillanne;45020
04035;Brunet;23000
04036;Le Brusquet;23770
04037;Le Caire;20910
04039;Castellane;23390
04040;Le Castellard-Mélan;26250
04041;Le Castellet;24150
04042;Castellet-lès-Sausses;24530
04043;Val-de-Chalvagne;27020
04045;Céreste;47940
04046;Le Chaffaut-Saint-Jurson;22630
04047;Champtercier;25450
04049;Château-Arnoux-Saint-Auban;26310
04050;Châteaufort;34360
04051;Châteauneuf-Miravail;23270
04053;Châteauneuf-Val-Saint-Donat;26970
04054;Châteauredon;N/A
04055;Chaudon-Norante;23180
04057;Clamensane;25050
04058;Claret;26070
04059;Clumanc;23960
04061;Colmars;25380
04062;La Condamine-Châtelard;23660
04063;Corbières-en-Provence;24860
04065;Cruis;33730
04066;Curbans;24230
04067;Curel;22530
04068;Dauphin;24470
04069;Demandolx;24120
04070;Digne-les-Bains;50060
04072;Draix;24770
04073;Enchastrayes;25030
04074;Entrages;23410
04075;Entrepierres;23020
04076;Entrevaux;22840
04077;Entrevennes;23640
04079;L'Escale;26780
04081;Esparron-de-Verdon;N/A
04084;Estoublon;24680
04085;Faucon-du-Caire;22630
04086;Faucon-de-Barcelonnette;24780
04087;Fontienne;23470
04088;Forcalquier;25190
04090;Le Fugeret;21750
04091;Ganagobie;24320
04092;La Garde;24190
04093;Gigors;22110
04094;Gréoux-les-Bains;21620
04095;L'Hospitalet;23160
04096;Jausiers;24040
04097;La Javie;25560
04099;Lambruisse;24840
04101;Lardiers;26500
04102;Le Lauzet-Ubaye;24310
04104;Limans;29320
04106;Lurs;21370
04107;Majastres;24150
04108;Malijai;21650
04109;Mallefougasse-Augès;23790
04110;Mallemoisson;24710
04111;Mane;24180
04112;Manosque;23110
04113;Marcoux;20690
04115;Méailles;23110
04116;Les Mées;26840
04118;Melve;23330
04120;Val d'Oronaye;24970
04121;Mézel;23680
04122;Mirabeau;21070
04123;Mison;24320
04124;Montagnac-Montpezat;23330
04126;Montclar;23460
04127;Montfort;24730
04128;Montfuron;23000
04129;Montjustin;22620
04130;Montlaux;22910
04132;Montsalier;27610
04133;Moriez;24160
04134;La Motte-du-Caire;24440
04135;Moustiers-Sainte-Marie;24700
04136;La Mure-Argens;18460
04137;Nibles;26300
04138;Niozelles;23970
04139;Noyers-sur-Jabron;24350
04140;Les Omergues;23060
04141;Ongles;31340
04142;Oppedette;28350
04143;Oraison;25630
04144;La Palud-sur-Verdon;26020
04145;Peipin;25040
04148;Peyroules;26820
04149;Peyruis;21790
04150;Piégut;28690
04151;Pierrerue;26250
04152;Pierrevert;24430
04154;Pontis;26460
04155;Prads-Haute-Bléone;27470
04156;Puimichel;22820
04157;Puimoisson;24910
04158;Quinson;23630
04159;Redortiers;20160
04160;Reillanne;22060
04161;Méolans-Revel;24440
04162;Revest-des-Brousses;23840
04163;Revest-du-Bion;17640
04164;Revest-Saint-Martin;22700
04166;Riez;22380
04167;La Robine-sur-Galabre;20530
04169;La Rochegiron;30020
04170;La Rochette;26630
04171;Rougon;23280
04172;Roumoules;N/A
04173;Saint-André-les-Alpes;23640
04174;Saint-Benoît;35900
04175;Sainte-Croix-à-Lauze;24460
04176;Sainte-Croix-du-Verdon;17830
04177;Hautes-Duyes;22460
04178;Saint-Étienne-les-Orgues;27830
04179;Saint-Geniez;26330
04180;Saint-Jacques;39070
04181;Saint-Jeannet;23570
04182;Saint-Julien-d'Asse;27110
04183;Saint-Julien-du-Verdon;23660
04184;Saint-Jurs;25900
04186;Saint-Laurent-du-Verdon;22830
04187;Saint-Lions;24010
04188;Saint-Maime;23950
04189;Saint-Martin-de-Brômes;27300
04190;Saint-Martin-les-Eaux;30150
04191;Saint-Martin-lès-Seyne;25120
04192;Saint-Michel-l'Observatoire;24380
04193;Saint-Paul-sur-Ubaye;25610
04194;Saint-Pierre;21710
04195;Saint-Pons;22190
04197;Sainte-Tulle;20060
04199;Saint-Vincent-sur-Jabron;21100
04200;Salignac;22090
04201;Saumane;39040
04202;Sausses;N/A
04203;Selonnet;23710
04204;Senez;N/A
04205;Seyne;40680
04206;Sigonce;23900
04207;Sigoyer;22800
04208;Simiane-la-Rotonde;27450
04209;Sisteron;25040
04210;Soleilhas;24130
04211;Sourribes;26570
04214;Tartonne;27960
04216;Thèze;22680
04217;Thoard;25830
04218;Thorame-Basse;24360
04219;Thorame-Haute;20210
04220;Les Thuiles;22700
04222;Turriers;23580
04224;Ubraye;24000
04226;Uvernet-Fours;26050
04227;Vachères;24000
04228;Valavoire;24370
04229;Valbelle;23550
04230;Valensole;22680
04231;Valernes;22130
04233;Vaumeilh;30630
04234;Venterol;27970
04235;Verdaches;23000
04236;Vergons;24960
04237;Le Vernet;22670
04240;Villars-Colmars;22760
04241;Villemus;27160
04242;Villeneuve;23020
04244;Volonne;26070
04245;Volx;23860
05001;Abriès-Ristolas;22740
05003;Aiguilles;21350
05004;Ancelle;26670
05006;L'Argentière-la-Bessée;30150
05007;Arvieux;22910
05008;Aspremont;24080
05009;Aspres-lès-Corps;22320
05010;Aspres-sur-Buëch;23770
05011;Avançon;25760
05012;Baratier;39050
05013;Barcillonnette;27560
05014;Barret-sur-Méouge;27460
05016;La Bâtie-Montsaléon;23970
05017;La Bâtie-Neuve;22310
05018;La Bâtie-Vieille;23590
05019;La Beaume;24540
05021;Le Bersac;21380
05022;Bréziers;22850
05023;Briançon;26340
05024;Valdoule;19270
05025;Buissard;25060
05026;Ceillac;24820
05027;Cervières;24310
05028;Chabestan;25360
05029;Chabottes;24350
05031;Champcella;23150
05032;Champoléon;26920
05033;Chanousse;23190
05035;Châteauneuf-d'Oze;22120
05036;Châteauroux-les-Alpes;23670
05037;Châteauvieux;26110
05038;Château-Ville-Vieille;22760
05039;Aubessagne;19670
05040;Chorges;26340
05044;Crévoux;25850
05045;Crots;23220
05046;Embrun;20620
05047;Éourres;23690
05048;L'Épine;23860
05049;Esparron;23080
05050;Espinasses;25700
05051;Étoile-Saint-Cyrice;24110
05052;Eygliers;20910
05053;Garde-Colombe;39410
05054;La Fare-en-Champsaur;25580
05055;La Faurie;41380
05056;Forest-Saint-Julien;22250
05057;Fouillouse;41060
05058;Freissinières;22150
05059;La Freissinouse;21850
05060;Furmeyer;23150
05061;Gap;22200
05062;Le Glaizil;21910
05063;La Grave;23070
05064;La Chapelle-en-Valgaudémar;23160
05065;Guillestre;26250
05066;La Haute-Beaume;22480
05068;Jarjayes;23860
05070;Laragne-Montéglin;23550
05071;Lardier-et-Valença;19690
