Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2022); ; 
Code;Libellé;Densité de population 2019
02523;Mont-Saint-Martin;12.39
02524;Mont-Saint-Père;64.92
02525;Morcourt;95.06
02526;Morgny-en-Thiérache;14.16
02527;Morsain;31.94
02528;Mortefontaine;19.16
02529;Mortiers;27.86
02530;Moulins;48.75
02531;Moussy-Verneuil;18.35
02532;Moÿ-de-l'Aisne;157.51
02533;Muret-et-Crouttes;21.18
02534;Muscourt;22.02
02535;Nampcelles-la-Cour;10.38
02536;Nampteuil-sous-Muret;30.47
02537;Nanteuil-la-Fosse;27.45
02538;Nanteuil-Notre-Dame;18.82
02539;Nauroy;111.96
02540;Nesles-la-Montagne;71.3
02541;Neufchâtel-sur-Aisne;147.2
02542;Neuflieux;43.16
02543;Neuilly-Saint-Front;115.48
02544;Neuve-Maison;73.16
02545;La Neuville-Bosmont;18.74
02546;La Neuville-en-Beine;50.66
02547;La Neuville-Housset;13.23
02548;La Neuville-lès-Dorengt;34.65
02549;Neuville-Saint-Amand;102.42
02550;Neuville-sur-Ailette;25.84
02551;Neuville-sur-Margival;31.51
02552;Neuvillette;29.04
02553;Nizy-le-Comte;7.74
02554;Nogentel;154.55
02555;Nogent-l'Artaud;87.87
02556;Noircourt;14.86
02557;Noroy-sur-Ourcq;24.66
02558;Le Nouvion-en-Thiérache;52.81
02559;Nouvion-et-Catillon;27.71
02560;Nouvion-le-Comte;30.83
02561;Nouvion-le-Vineux;43.34
02562;Nouvron-Vingré;22.92
02563;Noyales;22.84
02564;Noyant-et-Aconin;107.61
02565;Œuilly;101.75
02566;Ognes;179.8
02567;Ohis;43.06
02568;Oigny-en-Valois;13.64
02569;Oisy;43.65
02570;Ollezy;33.33
02571;Omissy;101.13
02572;Orainville;57.77
02573;Orgeval;24.9
02574;Origny-en-Thiérache;86.89
02575;Origny-Sainte-Benoite;71.67
02576;Osly-Courtil;63.1
02577;Ostel;9.89
02578;Oulches-la-Vallée-Foulon;19.33
02579;Oulchy-la-Ville;17.53
02580;Oulchy-le-Château;54.11
02581;Paars;62.72
02582;Paissy;10.73
02583;Pancy-Courtecon;8.48
02584;Papleux;62.69
02585;Parcy-et-Tigny;24.46
02586;Parfondeval;12.74
02587;Parfondru;39.1
02588;Pargnan;28.45
02589;Pargny-Filain;52.1
02590;Pargny-la-Dhuys;13.35
02591;Pargny-les-Bois;19.77
02592;Parpeville;12.14
02593;Pasly;352.32
02594;Passy-en-Valois;38.71
02595;Passy-sur-Marne;35.85
02596;Pavant;140.52
02598;Pernant;68.06
02599;Pierremande;33.69
02600;Pierrepont;32.92
02601;Pignicourt;28.1
02602;Pinon;179.11
02604;Pithon;34.43
02605;Pleine-Selve;31.74
02606;Le Plessier-Huleu;13.46
02607;Ploisy;27.18
02608;Plomion;28.86
02609;Ployart-et-Vaurseine;4.06
02610;Pommiers;110.01
02612;Pont-Arcy;39.94
02613;Pontavert;45.25
02614;Pontru;17.69
02615;Pontruet;53.33
02616;Pont-Saint-Mard;31.08
02617;Pouilly-sur-Serre;51.31
02618;Prémont;56.84
02619;Prémontré;78.99
02620;Presles-et-Boves;36.11
02621;Presles-et-Thierny;45.5
02622;Priez;10.95
02623;Prisces;14.63
02624;Proisy;52.88
02625;Proix;41.16
02626;Prouvais;18.33
02627;Proviseux-et-Plesnoy;10.97
02628;Puiseux-en-Retz;21.96
02629;Puisieux-et-Clanlieu;17.85
02631;Quierzy;50.8
02632;Quincy-Basse;14.73
02633;Quincy-sous-le-Mont;11.9
02634;Raillimont;16.73
02635;Ramicourt;38.22
02636;Regny;16.74
02637;Remaucourt;46.14
02638;Remies;26.39
02639;Remigny;34.36
02640;Renansart;18.03
02641;Renneval;16.28
02642;Résigny;22.09
02643;Ressons-le-Long;72.89
02644;Retheuil;23.27
02645;Reuilly-Sauvigny;29.36
02647;Ribeauville;16.76
02648;Ribemont;71.98
02649;Rocourt-Saint-Martin;53.3
02650;Rocquigny;32.48
02651;Rogécourt;19.13
02652;Rogny;18.54
02653;Romeny-sur-Marne;118.2
02654;Romery;20.71
02655;Ronchères;22.28
02656;Roucy;56.61
02657;Rougeries;60.53
02658;Roupy;40
02659;Rouvroy;99.8
02660;Rouvroy-sur-Serre;9.74
02661;Royaucourt-et-Chailvet;83.55
02662;Rozet-Saint-Albin;40.5
02663;Rozières-sur-Crise;30.19
02664;Rozoy-Bellevalle;18.11
02665;Grand-Rozoy;24.1
02666;Rozoy-sur-Serre;60.62
02667;Saconin-et-Breuil;23.8
02668;Sains-Richaumont;84.83
02670;Saint-Algis;21.92
02671;Saint-Aubin;34.33
02672;Saint-Bandry;43.36
02673;Saint-Christophe-à-Berry;57.07
02674;Saint-Clément;9.58
02675;Sainte-Croix;39.7
02676;Saint-Erme-Outre-et-Ramecourt;85.33
02677;Saint-Eugène;35.56
02678;Sainte-Geneviève;15.01
02679;Saint-Gengoulph;19.82
02680;Saint-Gobain;77.16
02681;Saint-Gobert;35.86
02682;Saint-Mard;24.31
02683;Saint-Martin-Rivière;19.93
02684;Saint-Michel;78.53
02685;Saint-Nicolas-aux-Bois;18.07
02686;Saint-Paul-aux-Bois;33.51
02687;Saint-Pierre-Aigle;27.7
02688;Saint-Pierre-lès-Franqueville;6.86
02689;Saint-Pierremont;5.87
02690;Sainte-Preuve;8.32
02691;Saint-Quentin;2374.56
02693;Saint-Rémy-Blanzy;15.8
02694;Saint-Simon;101.1
02696;Saint-Thomas;30.4
02697;Samoussy;15.34
02698;Sancy-les-Cheminots;22.3
02699;Saponay;28.2
02701;Saulchery;269.2
02702;Savy;80.37
02703;Seboncourt;91.78
02704;Selens;32.29
02705;La Selve;44.03
02706;Septmonts;117.92
02707;Septvaux;21.14
02708;Sequehart;33.7
02709;Serain;61.2
02710;Seraucourt-le-Grand;70.27
02711;Serches;32.2
02712;Sergy;10.66
02713;Seringes-et-Nesles;20.01
02714;Sermoise;64.97
02715;Serval;21.03
02716;Servais;52.63
02717;Séry-lès-Mézières;51.26
02718;Silly-la-Poterie;52.38
02719;Sinceny;154.46
02720;Sissonne;38
02721;Sissy;44.24
02722;Soissons;2330.52
02723;Soize;16.58
02724;Sommelans;14.25
02725;Sommeron;29.7
02726;Sommette-Eaucourt;28.82
02727;Sons-et-Ronchères;24.02
02728;Sorbais;19.24
02729;Soucy;15.52
02730;Soupir;26.18
02731;Le Sourd;23.23
02732;Surfontaine;16.3
02734;Taillefontaine;25.78
02735;Tannières;6.67
02736;Tartiers;18.79
02737;Tavaux-et-Pontséricourt;21.72
02738;Tergnier;756.99
02739;Terny-Sorny;47.38
02740;Thenailles;13.45
02741;Thenelles;77.11
02742;Thiernu;18.51
02743;Le Thuel;22.38
02744;Torcy-en-Valois;19.89
02745;Toulis-et-Attencourt;16.31
02746;Travecy;45.32
02747;Trefcon;20.65
02748;Trélou-sur-Marne;46.14
02749;Troësnes;82.64
02750;Trosly-Loire;38.33
02751;Trucy;47.84
02752;Tugny-et-Pont;47.71
02753;Tupigny;25.55
02754;Ugny-le-Gay;31.36
02755;Urcel;81.81
02756;Urvillers;49.96
02757;Vadencourt;43.22
02758;Vailly-sur-Aisne;201.81
02759;La Vallée-au-Blé;71.57
02760;La Vallée-Mulâtre;26.89
02761;Variscourt;37.95
02762;Vassens;14.08
02763;Vasseny;68.87
02764;Vassogne;30.03
02765;Vaucelles-et-Beffecourt;61.04
02766;Vaudesson;27.91
02767;Vauxrezis;49.24
02768;Vauxaillon;39.36
02769;Vaux-Andigny;57.02
02770;Vauxbuin;157.6
02772;Vaux-en-Vermandois;41.56
02773;Vauxtin;17.18
02774;Vendelles;22.35
02775;Vendeuil;64.78
02776;Vendhuile;50.91
02777;Vendières;11.49
02778;Vendresse-Beaulne;11.14
02779;Vénérolles;24.63
02780;Venizel;371.43
02781;Verdilly;88.82
02782;Le Verguier;51.4
02783;Grand-Verly;36.32
02784;Petit-Verly;26.59
02785;Vermand;69.84
02786;Verneuil-sous-Coucy;27.73
02787;Verneuil-sur-Serre;32.82
02788;Versigny;35.69
02789;Vervins;249.95
02790;Vesles-et-Caumont;23.02
02791;Veslud;62.71
02792;Veuilly-la-Poterie;20.82
02793;Vézaponin;37.42
02794;Vézilly;17.5
02795;Vic-sur-Aisne;309.37
02796;Vichel-Nanteuil;12.99
02797;Viel-Arcy;26.1
02798;Viels-Maisons;56.95
02799;Vierzy;31.97
02800;Viffort;31.84
02801;Vigneux-Hocquet;19.83
02802;La Ville-aux-Bois-lès-Dizy;20.45
02803;La Ville-aux-Bois-lès-Pontavert;17.55
02804;Villemontoire;24.31
02805;Villeneuve-Saint-Germain;561.45
02806;Villeneuve-sur-Fère;28.54
02807;Villequier-Aumont;53.16
02808;Villeret;73.16
02809;Villers-Agron-Aiguizy;5.39
02810;Villers-Cotterêts;249.92
02812;Villers-Hélon;25.65
02813;Villers-le-Sec;23.84
02814;Villers-lès-Guise;20.1
02815;Villers-Saint-Christophe;47.83
02816;Villers-sur-Fère;49.21
02817;Ville-Savoye;31.06
02818;Villiers-Saint-Denis;154.03
02819;Vincy-Reuil-et-Magny;9.85
02820;Viry-Noureuil;95.05
02821;Vivaise;75.39
02822;Vivières;28.01
02823;Voharies;22.29
02824;Vorges;78.45
02826;Voulpaix;30.82
02827;Voyenne;22.33
02828;Vregny;20.89
02829;Vuillery;38.53
02830;Wassigny;140.65
02831;Watigny;17.95
02832;Wiège-Faty;25.3
02833;Wimy;42.19
02834;Wissignicourt;37.89
03001;Abrest;277.63
03002;Agonges;12.82
03003;Ainay-le-Château;41.01
03004;Andelaroche;12.48
03005;Archignat;13.88
03006;Arfeuilles;10.63
03007;Arpheuilles-Saint-Priest;17.83
03008;Arronnes;14.31
03009;Aubigny;7.88
03010;Audes;15
03011;Aurouër;15.56
03012;Autry-Issards;16.61
03013;Avermes;253.4
03014;Avrilly;11.85
03015;Bagneux;13.19
03016;Barberier;17.7
03017;Barrais-Bussolles;7.46
03018;Bayet;30.34
03019;Beaulon;25.63
03020;Beaune-d'Allier;12.15
03021;Bègues;26.99
03022;Bellenaves;28.58
03023;Bellerive-sur-Allier;460.78
03024;Bert;9.81
03025;Bessay-sur-Allier;38.38
03026;Besson;16.14
03027;Bézenet;93.36
03028;Billezois;23.21
03029;Billy;76.61
03030;Biozat;52
03031;Bizeneuille;9.78
03032;Blomard;10.91
03033;Bost;19.09
03034;Boucé;22.88
03035;Le Bouchaud;9.4
03036;Bourbon-l'Archambault;46.9
03037;Braize;12.36
03038;Bransat;33.57
03039;Bresnay;16.6
03040;Bressolles;48.16
03041;Le Brethon;7.15
03042;Le Breuil;15.34
03043;Broût-Vernet;37.5
03044;Brugheas;56.55
03045;Busset;22.97
03046;Buxières-les-Mines;21.85
03047;La Celle;13.04
03048;Cérilly;18.5
03049;Cesset;35.11
03050;La Chabanne;8.95
03051;Chambérat;10.61
03052;Chamblet;53.32
03053;Chantelle;100.55
03054;Chapeau;7.09
03055;La Chapelaude;33.78
03056;La Chapelle;18.1
03057;La Chapelle-aux-Chasses;7.74
03058;Chappes;12.8
03059;Chareil-Cintrat;28.11
03060;Charmeil;139.19
03061;Charmes;48.11
03062;Charroux;33.65
03063;Chassenard;40.92
03064;Château-sur-Allier;6.49
03065;Châtel-de-Neuvre;28.13
03066;Châtel-Montagne;8.8
03067;Châtelperron;6.63
03068;Châtelus;15.66
03069;Châtillon;24.19
03070;Chavenon;7.61
03071;Chavroches;24.92
03072;Chazemais;16.91
03073;Chemilly;37.66
03074;Chevagnes;13.18
03075;Chezelle;22.92
03076;Chézy;6.21
03077;Chirat-l'Église;6.93
03078;Chouvigny;17.23
03079;Cindré;13.39
03080;Cognat-Lyonne;55.24
03081;Colombier;25.31
03082;Commentry;292.56
03083;Contigny;32.35
03084;Cosne-d'Allier;80.43
03085;Coulandon;37.87
03086;Coulanges;13.4
03087;Couleuvre;11.09
03088;Courçais;12.07
03089;Coutansouze;11.33
03090;Couzon;15.37
03091;Créchy;37.73
03092;Cressanges;15.04
03093;Creuzier-le-Neuf;108.92
03094;Creuzier-le-Vieux;289.72
03095;Cusset;390.67
03096;Deneuille-lès-Chantelle;10.48
03097;Deneuille-les-Mines;14.47
03098;Désertines;534.65
03099;Deux-Chaises;9.53
03100;Diou;55.48
03101;Domérat;245.61
03102;Dompierre-sur-Besbre;66.45
03103;Le Donjon;28.77
03104;Doyet;42.39
03105;Droiturier;16.18
03106;Durdat-Larequille;53.82
03107;Ébreuil;54.69
03108;Échassières;16.07
03109;Escurolles;58.85
03110;Espinasse-Vozelle;54.17
03111;Estivareilles;98.67
03112;Étroussat;51.27
03113;Ferrières-sur-Sichon;13.89
03114;La Ferté-Hauterive;14.78
03115;Fleuriel;12.16
03116;Fourilles;27.36
03117;Franchesse;11.8
03118;Gannat;158.21
03119;Gannay-sur-Loire;12.79
03120;Garnat-sur-Engièvre;37.89
03121;Gennetines;16.53
03122;Gipcy;8.56
03124;Gouise;9.47
03125;La Guillermie;10.06
03126;Hauterive;144.43
03127;Hérisson;19.04
03128;Huriel;75.74
03129;Hyds;16.68
03130;Isle-et-Bardais;6.25
03131;Isserpent;20.9
03132;Jaligny-sur-Besbre;58.05
03133;Jenzat;44.59
03134;Laféline;8.35
03135;Lalizolle;17.16
03136;Lamaids;29.3
03137;Langy;36.82
03138;Lapalisse;95.24
03139;Laprugne;9.04
03140;Lavault-Sainte-Anne;127.09
03141;Lavoine;8.5
03142;Lenax;8.57
03143;Lételon;14.44
03144;Liernolles;5.66
03145;Lignerolles;62.32
03146;Limoise;12.26
03147;Loddes;7.11
03148;Loriges;36.81
03149;Louchy-Montfand;82.74
03150;Louroux-Bourbonnais;6.15
03151;Louroux-de-Beaune;14.92
03152;Louroux-de-Bouble;13.69
03154;Luneau;10.12
03155;Lurcy-Lévis;26.34
03156;Lusigny;37.89
03157;Magnet;80.19
03158;Haut-Bocage;12.33
03159;Malicorne;65.88
03160;Marcenat;22.69
03161;Marcillat-en-Combraille;25.56
03162;Marigny;11.72
03163;Mariol;79.81
03164;Le Mayet-d'École;40.38
03165;Le Mayet-de-Montagne;47.67
03166;Mazerier;42.32
03167;Mazirat;14.12
03168;Meaulne-Vitray;18.08
03169;Meillard;12.99
03170;Meillers;5.49
03171;Mercy;8.65
03172;Mesples;7.97
03173;Molinet;43.96
03174;Molles;33.99
03175;Monestier;9.37
03176;Monétay-sur-Allier;45.96
03177;Monétay-sur-Loire;8.09
03178;Montaiguët-en-Forez;13.25
03179;Montaigu-le-Blin;22.92
03180;Montbeugny;20.28
03181;Montcombroux-les-Mines;12.64
03182;Monteignet-sur-l'Andelot;28.04
03183;Le Montet;264.97
03184;Montilly;22.86
03185;Montluçon;1662.36
03186;Montmarault;169.33
03187;Montoldre;33.33
03188;Montord;49.32
03189;Montvicq;71.36
03190;Moulins;2235.31
03191;Murat;13.95
03192;Nades;17.67
03193;Nassigny;10.21
03194;Naves;15.38
03195;Néris-les-Bains;77.57
03196;Neuilly-en-Donjon;8.83
03197;Neuilly-le-Réal;30.93
03198;Neure;15.62
03200;Neuvy;79.87
03201;Nizerolles;17.3
03202;Noyant-d'Allier;28.65
03203;Paray-le-Frésil;10.38
03204;Paray-sous-Briailles;28.09
03205;Périgny;16.16
03206;La Petite-Marche;11.25
03207;Pierrefitte-sur-Loire;20.19
03208;Le Pin;19.42
03209;Poëzat;71.23
03210;Pouzy-Mésangy;11.39
03211;Prémilhat;118.7
03212;Quinssaines;59.6
03213;Reugny;32.9
03214;Rocles;17.64
03215;Rongères;61.45
03216;Ronnet;8.65
03217;Saint-Angel;30.11
03218;Saint-Aubin-le-Monial;12.58
03219;Saint-Bonnet-de-Four;11.48
03220;Saint-Bonnet-de-Rochefort;43.4
03221;Saint-Bonnet-Tronçais;26.09
03222;Saint-Caprais;4.47
03223;Saint-Christophe;15.74
03224;Saint-Clément;11.09
03225;Saint-Désiré;10.6
03226;Saint-Didier-en-Donjon;7.59
03227;Saint-Didier-la-Forêt;11.1
03228;Saint-Éloy-d'Allier;2.96
03229;Saint-Ennemond;16.07
03230;Saint-Étienne-de-Vicq;27.37
03231;Saint-Fargeol;18.15
03232;Saint-Félix;58.27
03233;Saint-Genest;26.04
03234;Saint-Gérand-de-Vaux;9.31
03235;Saint-Gérand-le-Puy;49.57
03236;Saint-Germain-des-Fossés;440.24
03237;Saint-Germain-de-Salles;36.84
03238;Saint-Hilaire;25.63
03239;Saint-Léger-sur-Vouzance;14.58
03240;Saint-Léon;16.15
03241;Saint-Léopardin-d'Augy;9.3
03242;Saint-Loup;32.24
03243;Saint-Marcel-en-Murat;7.19
03244;Saint-Marcel-en-Marcillat;12.13
03245;Saint-Martin-des-Lais;6.79
03246;Saint-Martinien;23.31
03247;Saint-Menoux;40.04
03248;Saint-Nicolas-des-Biefs;5.71
03249;Saint-Palais;7.98
03250;Saint-Pierre-Laval;14.52
03251;Saint-Plaisir;7.16
03252;Saint-Pont;55
03253;Saint-Pourçain-sur-Besbre;11.49
03254;Saint-Pourçain-sur-Sioule;146.37
03255;Saint-Priest-d'Andelot;17.5
03256;Saint-Priest-en-Murat;8.4
03257;Saint-Prix;36.92
03258;Saint-Rémy-en-Rollat;83.35
03259;Saint-Sauvier;10.74
03260;Saint-Sornin;11.52
03261;Sainte-Thérence;13.55
03262;Saint-Victor;90.09
03263;Saint-Voir;7.72
03264;Saint-Yorre;404.72
03265;Saligny-sur-Roudon;11.62
03266;Sanssat;32.38
03267;Saulcet;83.21
03268;Saulzet;41.91
03269;Sauvagny;4.38
03270;Sazeret;7.97
03271;Serbannes;56.29
03272;Servilly;22.89
03273;Seuillet;49.5
03274;Sorbier;18.61
03275;Souvigny;39.39
03276;Sussat;12.75
03277;Target;9.6
03278;Taxat-Senat;14.02
03279;Teillet-Argenty;25.28
03280;Terjat;10.26
03281;Le Theil;13.52
03282;Theneuille;9.36
03283;Thiel-sur-Acolin;18.45
03284;Thionne;10.76
03285;Tortezais;7.38
03286;Toulon-sur-Allier;29.41
03287;Treban;14.79
03288;Treignat;13.27
03289;Treteau;16.43
03290;Trévol;39.91
03291;Trézelles;22.88
03292;Tronget;28.3
03293;Urçay;22.66
03294;Ussel-d'Allier;20.95
03295;Valignat;32.76
03296;Valigny;17.75
03297;Vallon-en-Sully;40.45
03298;Varennes-sur-Allier;150.12
03299;Varennes-sur-Tèche;12.23
03300;Vaumas;15.4
03301;Vaux;64.42
03302;Veauce;11.02
03303;Venas;7.34
03304;Vendat;134.19
03305;Verneix;19.21
03306;Le Vernet;190.47
03307;Verneuil-en-Bourbonnais;16.69
03308;Vernusse;7.77
03309;Le Veurdre;21.46
03310;Vichy;4270.09
03311;Vicq;23.02
03312;Vieure;9.19
03313;Le Vilhain;10.43
03314;Villebret;86.18
03315;Villefranche-d'Allier;32.37
03316;Villeneuve-sur-Allier;40.8
03317;Viplaix;9.67
03319;Voussac;14.05
03320;Ygrande;14.72
03321;Yzeure;296.9
04001;Aiglun;96.17
04004;Allemagne-en-Provence;16.55
04005;Allons;3.19
04006;Allos;7.06
04007;Angles;6.82
04008;Annot;34.6
04009;Archail;1.08
04012;Aubenas-les-Alpes;11.98
04013;Aubignosc;41.04
04016;Authon;1.57
04017;Auzet;2.87
04018;Banon;25.82
04019;Barcelonnette;156.15
04020;Barles;2.25
04021;Barras;7.07
04022;Barrême;11.26
04023;Bayons;1.5
04024;Beaujeu;2.78
04025;Beauvezer;14.31
04026;Bellaffaire;10.37
04027;Bevons;22.38
04028;Beynes;2.96
04030;Blieux;1
04031;Bras-d'Asse;21.34
04032;Braux;10.88
04033;Ubaye-Serre-Ponçon;12.26
04034;La Brillanne;155.68
04035;Brunet;10.19
04036;Le Brusquet;43.15
04037;Le Caire;4.14
04039;Castellane;12.48
04040;Le Castellard-Mélan;2.45
04041;Le Castellet;15.85
04042;Castellet-lès-Sausses;2.56
04043;Val-de-Chalvagne;2.64
04045;Céreste;37.06
04046;Le Chaffaut-Saint-Jurson;18.98
04047;Champtercier;46.31
04049;Château-Arnoux-Saint-Auban;277.48
04050;Châteaufort;1.97
04051;Châteauneuf-Miravail;3.65
04053;Châteauneuf-Val-Saint-Donat;23.32
04054;Châteauredon;7.03
04055;Chaudon-Norante;5.02
04057;Clamensane;7.42
04058;Claret;12.93
04059;Clumanc;4.1
04061;Colmars;5.89
04062;La Condamine-Châtelard;2.66
04063;Corbières-en-Provence;63.96
04065;Cruis;17.36
04066;Curbans;19.77
04067;Curel;4.98
04068;Dauphin;86.1
04069;Demandolx;6.63
04070;Digne-les-Bains;140.79
04072;Draix;4.77
04073;Enchastrayes;8.78
04074;Entrages;4.51
04075;Entrepierres;7.78
04076;Entrevaux;13.52
04077;Entrevennes;5.77
04079;L'Escale;67.34
04081;Esparron-de-Verdon;11.46
04084;Estoublon;14.56
04085;Faucon-du-Caire;2.96
04086;Faucon-de-Barcelonnette;17.39
04087;Fontienne;16.26
04088;Forcalquier;119.76
04090;Le Fugeret;7.29
04091;Ganagobie;8.76
04092;La Garde;7.1
04093;Gigors;4.53
04094;Gréoux-les-Bains;37.99
04095;L'Hospitalet;4.65
04096;Jausiers;10.51
04097;La Javie;10.33
04099;Lambruisse;4.04
04101;Lardiers;4.42
04102;Le Lauzet-Ubaye;2.7
04104;Limans;18.36
04106;Lurs;16.9
04107;Majastres;0.13
04108;Malijai;74.36
04109;Mallefougasse-Augès;16.34
04110;Mallemoisson;167.38
04111;Mane;61.23
04112;Manosque;397.11
04113;Marcoux;14.02
04115;Méailles;3.7
04116;Les Mées;57.35
04118;Melve;8.72
04120;Val d'Oronaye;1.08
04121;Mézel;29.92
04122;Mirabeau;28.05
04123;Mison;35.34
04124;Montagnac-Montpezat;12.2
04126;Montclar;17.37
04127;Montfort;26.66
04128;Montfuron;11.71
04129;Montjustin;5.81
04130;Montlaux;10.28
04132;Montsalier;6.05
04133;Moriez;6.37
04134;La Motte-du-Caire;20.28
04135;Moustiers-Sainte-Marie;8.18
04136;La Mure-Argens;9.01
04137;Nibles;3.41
04138;Niozelles;26.84
04139;Noyers-sur-Jabron;9.24
04140;Les Omergues;3.71
04141;Ongles;11.6
04142;Oppedette;6.36
04143;Oraison;152.71
04144;La Palud-sur-Verdon;4.34
04145;Peipin;110.11
04148;Peyroules;7.59
04149;Peyruis;121.09
04150;Piégut;18.17
04151;Pierrerue;47.88
04152;Pierrevert;139.96
04154;Pontis;6.52
04155;Prads-Haute-Bléone;1.08
04156;Puimichel;7.17
04157;Puimoisson;19.5
04158;Quinson;14.48
04159;Redortiers;1.86
04160;Reillanne;43.58
04161;Méolans-Revel;2.58
04162;Revest-des-Brousses;11.24
04163;Revest-du-Bion;12.08
04164;Revest-Saint-Martin;11.64
04166;Riez;43.15
04167;La Robine-sur-Galabre;6.27
04169;La Rochegiron;3.45
04170;La Rochette;3.99
04171;Rougon;3.38
04172;Roumoules;28.34
04173;Saint-André-les-Alpes;21.28
04174;Saint-Benoît;6.89
04175;Sainte-Croix-à-Lauze;10.52
04176;Sainte-Croix-du-Verdon;8.69
04177;Hautes-Duyes;1.97
04178;Saint-Étienne-les-Orgues;27.24
04179;Saint-Geniez;2.7
04180;Saint-Jacques;16.95
04181;Saint-Jeannet;2.27
04182;Saint-Julien-d'Asse;8.4
04183;Saint-Julien-du-Verdon;22.94
04184;Saint-Jurs;4.05
04186;Saint-Laurent-du-Verdon;11.14
04187;Saint-Lions;3.55
04188;Saint-Maime;115.45
04189;Saint-Martin-de-Brômes;29.73
04190;Saint-Martin-les-Eaux;12.46
04191;Saint-Martin-lès-Seyne;1.06
04192;Saint-Michel-l'Observatoire;44.46
04193;Saint-Paul-sur-Ubaye;0.88
04194;Saint-Pierre;17.08
04195;Saint-Pons;18.62
04197;Sainte-Tulle;201.64
04199;Saint-Vincent-sur-Jabron;5.86
04200;Salignac;44.38
04201;Saumane;38.01
04202;Sausses;8.99
04203;Selonnet;16.07
04204;Senez;2.32
04205;Seyne;16.36
04206;Sigonce;21.28
04207;Sigoyer;6.73
04208;Simiane-la-Rotonde;8.87
04209;Sisteron;151.14
04210;Soleilhas;2.58
04211;Sourribes;9.01
04214;Tartonne;2.9
04216;Thèze;20.95
04217;Thoard;17.12
04218;Thorame-Basse;2.36
04219;Thorame-Haute;2.25
04220;Les Thuiles;11.55
04222;Turriers;16.87
04224;Ubraye;2.81
04226;Uvernet-Fours;4.39
04227;Vachères;12.25
04228;Valavoire;2.32
04229;Valbelle;7.64
04230;Valensole;24.83
04231;Valernes;8.6
04233;Vaumeilh;10.5
04234;Venterol;9.93
04235;Verdaches;2.66
04236;Vergons;2.36
04237;Le Vernet;5.47
04240;Villars-Colmars;6.13
04241;Villemus;20.02
04242;Villeneuve;169.2
04244;Volonne;66.68
04245;Volx;164.24
05001;Abriès-Ristolas;2.4
05003;Aiguilles;9.89
05004;Ancelle;18.1
05006;L'Argentière-la-Bessée;34.93
05007;Arvieux;4.93
05008;Aspremont;19.92
05009;Aspres-lès-Corps;5.92
05010;Aspres-sur-Buëch;18.83
05011;Avançon;18.56
05012;Baratier;38.77
05013;Barcillonnette;6.51
05014;Barret-sur-Méouge;6.74
05016;La Bâtie-Montsaléon;16.98
05017;La Bâtie-Neuve;91.53
05018;La Bâtie-Vieille;35.91
05019;La Beaume;5.06
05021;Le Bersac;17.71
05022;Bréziers;7.87
05023;Briançon;403.95
05024;Valdoule;3.76
05025;Buissard;73.63
05026;Ceillac;2.97
05027;Cervières;1.81
05028;Chabestan;12.7
05029;Chabottes;89.06
05031;Champcella;6.21
05032;Champoléon;1.38
05033;Chanousse;1.97
05035;Châteauneuf-d'Oze;1.14
05036;Châteauroux-les-Alpes;12.9
05037;Châteauvieux;71.57
05038;Château-Ville-Vieille;4.77
05039;Aubessagne;25.63
05040;Chorges;57.39
05044;Crévoux;2.26
05045;Crots;20.52
05046;Embrun;174.09
05047;Éourres;4.72
05048;L'Épine;6.07
05049;Esparron;2.36
05050;Espinasses;59.24
05051;Étoile-Saint-Cyrice;2.01
05052;Eygliers;26.8
05053;Garde-Colombe;15.02
05054;La Fare-en-Champsaur;42.16
05055;La Faurie;10.43
05056;Forest-Saint-Julien;48.06
05057;Fouillouse;35.22
05058;Freissinières;2.46
05059;La Freissinouse;108.65
05060;Furmeyer;12.54
05061;Gap;367.93
05062;Le Glaizil;7.3
05063;La Grave;3.77
05064;La Chapelle-en-Valgaudémar;0.97
05065;Guillestre;45.08
